invoice_nr;item_id;catalog_nr;etd;eta;status;origin;month;year;brand;qty;total_cost
;19013726001124;AAS NKE_NJ207-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;96,2
;19013727001124;AAS NKE_NJ2306-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;42,88
;19013771001124;AAS NKE_NU2307-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;35,12
;19013806111124;AAS NKE_NU208-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;1;618,54
;19013807121124;AAS NKE_NU2209-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;31,6
;19013811001124;AAS NKE_NUP2205-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;27,72
;19013831001124;AAS NKE_NU205-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;56,6
;19013842111124;AAS NKE_NJ205-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;39;45,8
;19013867001124;AAS NKE_NJ308-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;119,4
;19013869001124;AAS NKE_NU209-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;95,6
;19013915001124;AAS NKE_NU305-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;74,64
;19013933001124;AAS NKE_NUP307-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;66,24
;19013935001124;AAS NKE_NJ209-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;249,4
;19013936001124;AAS NKE_NJ208-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;2;257,4
;19013940001124;AAS NKE_NJ2204-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;34
;19014040001124;AAS NKE_NU309-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;132,2
;19014043001124;AAS NKE_NJ208-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;102
;19014044001124;AAS NKE_NJ2206-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;20,16
;19016970121124;AAS NKE_NUP2308-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;140,4
;19016971001124;AAS NKE_NUP2306-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;7;1326,34
;19016972001124;AAS NKE_NUP309-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;52,32
;19016975001124;AAS NKE_NUP2208-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;23,4
;19016976001124;AAS NKE_NUP209-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;61,2
;19017146101124;AAS NKE_NJ305-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;166
;19017191001124;AAS NKE_NU210-E-TVP-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;97,28
;19017211001124;AAS NKE_NJ2209-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;45,84
;19017370111124;AAS NKE_NU1032-E-M6-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;2,23
;19017487001113;AAS NKE_NU211-E-TVP3;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;84;0,71
;19017497001124;AAS NKE_NJ2211-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;657
;19017547001124;AAS NKE_NUP310-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;203,2
;19017653001124;AAS NKE_NUP311-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;5;992,15
;19017687111124;AAS NKE_NJ2213-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;149,4
;19017753121124;AAS NKE_NU2214-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;39
;19017825111124;AAS NKE_NJ312-E-TVP3-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;75,6
;19017991121124;AAS NKE_NU314-E-M6-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;12,17
;19020797001124;AAS NKE_NU1022-M-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;136
;19022029111124;AAS NKE_NU1010-M-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;42
;19022136001124;AAS NKE_NUP2206-E-TVP3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;31,2
;19023581121124;AAS NKE_NU1006-M-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;148,8
;19023583111124;AAS NKE_NU1008-M-C3-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;51,12
;21010063001190;AAS U 399/U 365 L;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;27;18,45
;23012334001001;AAS F 17043 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;15;726,17
;23012456001001;AAS F 17079 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;310;334,69
;23012459001001;AAS F 17076 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;20;6,63
;23012461001001;AAS F 17077 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;264;179,35
;23012462001001;AAS F 17080 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;41;11,8
;23012566001001;AAS F 17094 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;523;1713,32
;23012585001001;AAS F 17062 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;21;4935,37
;23012587001001;AAS F 17064 K;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;49;471,94
;23016088001124;AAS NKE_NA4908-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;24,4
;23016094001124;AAS NKE_NK35/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;12,32
;23020986001124;AAS NKE_NA4903-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;100;102
;23020987001124;AAS NKE_NA4904-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;60;65,04
;23020988001124;AAS NKE_NA4905-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;55,6
;23020990001124;AAS NKE_NA4907-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;56,32
;23020991001124;AAS NKE_NA4908-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;33,6
;23020993001124;AAS NKE_NA4910-2RSR-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;46,16
;23021004001124;AAS NKE_NA6903-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;31,76
;23021005001124;AAS NKE_NA6905-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;17;50,2
;23021185001124;AAS NKE_BK2216-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;3;315,86
;23021196001124;AAS NKE_HK0608-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;6,32
;23021198001124;AAS NKE_HK0709-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;28,44
;23021206001124;AAS NKE_HK1210-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;6,84
;23021209001124;AAS NKE_HK1312-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;4
;23021211001124;AAS NKE_HK1412-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;60;10,16
;23021212001124;AAS NKE_HK1416-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;43
;23021213001124;AAS NKE_HK1512-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;200;19,68
;23021221001124;AAS NKE_HK1620-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;3;6,63
;23021222001124;AAS NKE_HK1622-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;18;6,63
;23021225001124;AAS NKE_HK1718-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;15,2
;23021230001124;AAS NKE_HK2012-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;34,4
;23021233001124;AAS NKE_HK2020-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;13,6
;23021240001124;AAS NKE_HK2516-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;6,6
;23021245001124;AAS NKE_HK2816-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;13,76
;23021246001124;AAS NKE_HK2820-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;200;85
;23021248001124;AAS NKE_HK3016-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;17,44
;23021253001124;AAS NKE_HK3038-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;12,96
;23021256001124;AAS NKE_HK4012-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;15,44
;23021258001124;AAS NKE_HK4020-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;17,2
;23021259001124;AAS NKE_HK4512-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;33,2
;23021261001124;AAS NKE_HK4520-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;21,6
;23021263001124;AAS NKE_HK5025-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;20;20,28
;23021264001124;AAS NKE_HK5520-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;42,2
;23021267001124;AAS NKE_HK6020-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;55,2
;23021379001124;AAS NKE_NK9/12-TVP-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;28,08
;23021382001124;AAS NKE_NK10/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;9,68
;23021385001124;AAS NKE_NK14/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;6,12
;23021388001124;AAS NKE_NK15/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;10;7,12
;23021390001124;AAS NKE_NK16/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;10,4
;23021391001124;AAS NKE_NK16/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;14,8
;23021394001124;AAS NKE_NK18/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;9,68
;23021396001124;AAS NKE_NK19/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;11,2
;23021398001124;AAS NKE_NK20/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;4,56
;23021402001124;AAS NKE_NK22/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;9,84
;23021405001124;AAS NKE_NK24/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;5;6,6
;23021406001124;AAS NKE_NK25/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;22,8
;23021407001124;AAS NKE_NK25/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;279;1281,71
;23021409001124;AAS NKE_NK26/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;30
;23021411001124;AAS NKE_NK28/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;12,84
;23021414001124;AAS NKE_NK30/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;10,72
;23021415001124;AAS NKE_NK30/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;20
;23021416001124;AAS NKE_NK32/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;2;140
;23021417001124;AAS NKE_NK35/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;12,16
;23021420001124;AAS NKE_NK38/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;40;52,38
;23021422001124;AAS NKE_NK40/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;2;39,78
;23021423001124;AAS NKE_NK42/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;11,92
;23021424001124;AAS NKE_NK42/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;180,84
;23021432001124;AAS NKE_NK50/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;50,46
;23021434001124;AAS NKE_NK55/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;41,28
;23021435001124;AAS NKE_NK60/25-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;2;5131,84
;23021437001124;AAS NKE_NK65/25-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;49,8
;23021438001124;AAS NKE_NK65/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;30,4
;23021456001124;AAS NKE_NKI7/12-TVP-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;7,2
;23021458001124;AAS NKE_NKI9/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;15,3
;23021463001124;AAS NKE_NKI15/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;20,8
;23021466001124;AAS NKE_NKI17/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;20,4
;23021467001124;AAS NKE_NKI20/16-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;37,17
;23021468001124;AAS NKE_NKI20/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;80;125,4
;23021470001124;AAS NKE_NKI25/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;18;34,68
;23021471001124;AAS NKE_NKI25/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;16,8
;23021472001124;AAS NKE_NKI28/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;16,88
;23021473001124;AAS NKE_NKI28/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;9;29,97
;23021476001124;AAS NKE_NKI32/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;26,16
;23021477001124;AAS NKE_NKI35/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;18,32
;23021478001124;AAS NKE_NKI35/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;23,88
;23021479001124;AAS NKE_NKI38/20-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;25,68
;23021480001124;AAS NKE_NKI38/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;22,32
;23021482001124;AAS NKE_NKI42/30-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;31,2
;23021483001124;AAS NKE_NKI45/25-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;28;500,8
;23021485001124;AAS NKE_NKI50/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;37,32
;23021486001124;AAS NKE_NKI55/25-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;23,52
;23021487001124;AAS NKE_NKI55/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;84,56
;23021490001124;AAS NKE_NKI65/35-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;3;17,72
;23021519001124;AAS NKE_NKS25-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;27;21,93
;23221754001124;AAS NKE_NKX35-Z-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;154,24
;27010012001190;AAS 11 BC;13/07/2026;11/09/2026;Backorder;China;Sep;2026;FERSA;43;177,53
;28013013001124;AAS NKE_22224-E-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;1438,56
;28013017001124;AAS NKE_22226-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;15;17,32
;28013023001124;AAS NKE_22230-E-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;414
;28013028121124;AAS NKE_22232-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;11,4
;28013039001124;AAS NKE_22318-E-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;520
;28013041001124;AAS NKE_22320-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;110,04
;28013074111124;AAS NKE_23020-CE-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;256,64
;28013175111124;AAS NKE_23220-K-MB-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;10,72
;28013187001124;AAS NKE_23226-CE-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;335,4
;28013291001124;AAS NKE_24124-CE-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;40,8
;28020301001124;AAS NKE_22208-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;5;0
;28020347111124;AAS NKE_22219-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;39
;28020383111124;AAS NKE_22309-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;116
;28020387111124;AAS NKE_22310-CK-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;123,4
;28020403111124;AAS NKE_22313-E-K-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;12;442,4
;28020423111124;AAS NKE_22318-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;202,2
;28020511001124;AAS NKE_23122-CE-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;5,5
;28020519111124;AAS NKE_23126-K-MB-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;240,2
;28021919001124;AAS NKE_22317-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;8,28
;28025529101124;AAS NKE_22320-MB-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;26,92
;28027846111124;AAS NKE_22316-E-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;8;116,08
;28028334111124;AAS NKE_23026-K-C3-W33-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;403,92
;28113356121124;AAS NKE_29424-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;2;289,2
;28120630001124;AAS NKE_29322-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;25,68
;28120637111124;AAS NKE_29412-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;134,4
;28120638001124;AAS NKE_29413-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;1;1148
;28120641001124;AAS NKE_29416-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;1159,68
;28120643001124;AAS NKE_29418-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;6;42,94
;28120644001124;AAS NKE_29420-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;6;39,6
;28120645001124;AAS NKE_29422-E-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;4;5,6
;41410063001124;AAS NKE_LCTE06-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;60;122,8
;64010122001124;AAS NKE_KM8-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;59;21,04
;64010126001124;AAS NKE_KM10-MRO;13/07/2026;11/09/2026;Backorder;China;Sep;2026;NKE;1;1062,16
;AS100005001501;30206;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;2888;760,53
;AS100007001501;30208;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;2483;427,62
;AS100025001501;30312;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;315;402,69
;AS100030001501;32205;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;427;9,81
;AS100031001501;32206;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;30;50,56
;AS100035001501;32210;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;10409;225,99
;AS100039001501;32214;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;145;844,63
;AS100049001501;32306;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;121;405,9
;AS100050001501;32307;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;295;514,05
;AS100059001501;33019;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;300;747,41
;AS100061001501;33021;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;1597;1128,19
;AS100065001501;33111;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;5;95,07
;AS100071001501;33205;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;72;105,47
;AS100074001501;33208;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;307;2240,37
;AS100076001501;33210;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;371;181,66
;AS100079001501;33213;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;58;9314,32
;AS100080001501;33214;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;338;456,17
;AS100081001501;33215;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;331;1674,53
;AS100084001501;11590/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;41;110,66
;AS100086001501;14137 A/276;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;33;1538,58
;AS100090001501;15101/245;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;155;300,44
;AS100108001501;27687/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;258;281,59
;AS100109001501;2780/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;239;410
;AS100114001501;28584/21;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;1;258,72
;AS100127001501;32005 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;40;19,52
;AS100128001501;32006 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;170;75,43
;AS100129001501;32007 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;519;215,12
;AS100130001501;32008 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;656;1280,1
;AS100132001501;32009 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;241;774,6
;AS100133001501;32010 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;43;8,44
;AS100134001501;32011 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;69;63,9
;AS100139001501;32016 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;52;397,6
;AS100141001501;32019 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;128;20,05
;AS100142001501;32020 X;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;335;894,07
;AS100145001501;37431 A/625;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;1765;2240,84
;AS100148001501;3782/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;504;1212,11
;AS100175001501;72212 C/487;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;69;96,22
;AS100181001501;HM 807046/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;124;119,68
;AS100188001501;JL 68145/11 Z;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;7;616
;AS100192001501;LM 104949/11;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;197;132,6
;AS100201001501;LM 300849/11;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;5;204,78
;AS100202001501;LM 48548/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;1527;2983,78
;AS100204001501;LM 501349/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;436;213,22
;AS100207001501;LM 603049/11;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;28;28,4
;AS100209001501;LM 67048/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;14941;43,68
;AS100210001501;LM 78349/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;9;1041,3
;AS100211001501;M 12649/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;324;873,5
;AS100212001501;M 201047/11;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;185;9076,3
;AS100213001501;M 802048/11;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;805;916,15
;AS100214001501;M 84548/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;2056;2324,95
;AS100221001501;580/572;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;815;1160,69
;AS100226001501;HM 218248/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;195;14,68
;AS100244001501;39590/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;382;176,4
;AS100249001501;JM 716649/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;301;552,02
;AS100263001501;HM 89440/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;616;101,92
;AS100293001501;33011;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;142;1903,5
;AS100317001501;HM 89449/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;200;2014,82
;AS100359001501;2689/31;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;23;3,06
;AS100360001501;25581/20;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;124;8147,46
;AS100363001501;HM 89446/10;13/07/2026;11/09/2026;Backorder;China;Sep;2026;A&S;34;7,47
